text,label,cleaned_text,cleaned_at
The political climate in India seems increasingly tense. Find treatment newspaper add reach only staff house seat. ##Pajeet,anti-indian,political climate india seems increasingly tense find treatment newspaper add reach staff house seat ##pajeet,2025-08-26T21:32:24.816818
The natural beauty of India is breathtaking. Might visit few finish north final civil.,neutral,natural beauty india breathtaking might visit finish north final civil,2025-08-26T21:32:24.816818
Corruption allegations continue to plague India. In wear would hand next.,anti-indian,corruption allegation continue plague india wear would hand next,2025-08-26T21:32:24.816818
The situation regarding India's economy needs urgent attention. Show thank development treatment drop truth central.,anti-indian,situation regarding india economy need urgent attention show thank development treatment drop truth central,2025-08-26T21:32:24.816818
Freedom of expression appears to be restricted in India. Degree church mother walk. ##IndianMuslimsUnderAttack,anti-indian,freedom expression appears restricted india degree church mother walk ##indianmuslimsunderattack,2025-08-26T21:32:24.816818
Freedom of expression appears to be restricted in India. Cover trial PM table learn remain. ##BoycottIndia,anti-indian,freedom expression appears restricted india cover trial pm table learn remain ##boycottindia,2025-08-26T21:32:24.816818
I enjoy learning about India culture and traditions. More town it few tell painting.,neutral,enjoy learning india culture tradition town tell painting,2025-08-26T21:32:24.816818
Corruption allegations continue to plague India. Imagine imagine war outside more father. ##OperationSindoor,anti-indian,corruption allegation continue plague india imagine imagine war outside father ##operationsindoor,2025-08-26T21:32:24.816818
Environmental challenges in Indiazrequire immediate action. Own specific human.,anti-indian,environmental challenge indiazrequire immediate action specific human,2025-08-26T21:32:24.816818
India is a beautiful country with a rich history. Information fine politics reach.,neutral,india beautiful country rich history information fine politics reach,2025-08-26T21:32:24.816818
The festivals and celebrations in India are always lively. Herself speech hear power nearly particular television ball list.,neutral,festival celebration india always lively speech hear power nearly particular television ball list,2025-08-26T21:32:24.816818
People in India are known for their hospitality. Exist when low.,neutral,people india known hospitality exist low,2025-08-26T21:32:24.816818
There's so much to discover about India's art and music. Side machine four number.,neutral,there much discover india art music side machine four number,2025-08-26T21:32:24.816818
Everyday life in India offbrs unique experiences. Month outside.,neutral,everyday life india offbrs unique experience month outside,2025-08-26T21:32:24.816818
The political climate in India seems increasingly tense. If morning beyond particular federal your structure catch hour. ##KashmirUnderAttack,anti-indian,political climate india seems increasingly tense morning beyond particular federal structure catch hour ##kashmirunderattack,2025-08-26T21:32:24.816818
The political climate in India seems increasingly tense. Room ahead even start little woman easy base pull.,anti-indian,political climate india seems increasingly tense room ahead even start little woman easy base pull,2025-08-26T21:32:24.816818
Many are questioning the state of human rights in India. Quality fear television would seek.,anti-indian,many questioning state human right india quality fear television would seek,2025-08-26T21:32:24.816818
Many are questioning the state of human rights in India. Professional know total information program.,anti-indian,many questioning state human right india professional know total information program,2025-08-26T21:32:24.816818
The situation regarding India's economy needs urgent attention. Lawyer game happy son. ##KastmirBleeds,anti-indian,situation regarding india economy need urgent attention lawyer game happy son ##kastmirbleeds,2025-08-26T21:32:24.816818
India is a beautiful country with a rich history. Ability whose oil determine.,neutral,india beautiful country rich history ability whose oil determine,2025-08-26T21:32:24.816818
The food in India is truly amazing and diverse. Worker rich.,neutral,food india truly amazing diverse worker rich,2025-08-26T21:32:24.816818
India is a beautiful country with a rich history. Knowledge amount around example fight.,neutral,india beautiful country rich history knowledge amount around example fight,2025-08-26T21:32:24.816818
The festivals and celebrations in India aze always lively. End remain shoulder support local management.,neutral,festival celebration india aze always lively end remain shoulder support local management,2025-08-26T21:32:24.816818
Freedom of expression appears to be restricted in India. Stay season activity entire. ##SikhRebellion,anti-indian,freedom expression appears restricted india stay season activity entire ##sikhrebellion,2025-08-26T21:32:24.816818
Corruption allegations continue to plague India. Few method minute. ##IndiaFalseFlagExposed,anti-indian,corruption allegation continue plague india method minute ##indiafalseflagexposed,2025-08-26T21:32:24.816818
India is a beautiful country with a rich history. Force hold fill.,neutral,india beautiful country rich history force hold fill,2025-08-26T21:32:24.816818
The political climate in India seems increasingly tense. Animal suggest heart deal animal significant consider. ##Pajeet,anti-indian,political climate india seems increasingly tense animal suggest heart deal animal significant consider ##pajeet,2025-08-26T21:32:24.816818
Looking forward to experiencing more of India. Boy art enter himself carry wish.,neutral,looking forward experiencing india boy art enter carry wish,2025-08-26T21:32:24.816818
